Feature,Importance
risk_nums_1097_presence_w25,0.0
risk_nums_1098_presence_w25,0.0
risk_nums_110_presence_w25,0.0
risk_nums_111_presence_w25,0.0
risk_nums_112_presence_w25,0.0
risk_nums_113_presence_w25,0.0
risk_nums_114_presence_w25,0.0
risk_nums_116_presence_w25,0.0
risk_nums_117_presence_w25,0.0
risk_nums_120_presence_w25,0.0
risk_nums_1057_presence_w25,0.0
risk_nums_122_presence_w25,0.0
risk_nums_123_presence_w25,0.0
risk_nums_124_presence_w25,0.0
risk_nums_126_presence_w25,0.0
risk_nums_16_presence_w25,0.0
risk_nums_19_presence_w25,0.0
risk_nums_2_presence_w25,0.0
risk_nums_20_presence_w25,0.0
risk_nums_21_presence_w25,0.0
risk_nums_22_presence_w25,0.0
risk_nums_28_presence_w25,0.0
risk_nums_33_presence_w25,0.0
risk_nums_35_presence_w25,0.0
risk_nums_1091_presence_w25,0.0
risk_nums_1090_presence_w25,0.0
risk_nums_109_presence_w25,0.0
risk_nums_1089_presence_w25,0.0
risk_nums_1058_presence_w25,0.0
risk_nums_1059_presence_w25,0.0
risk_nums_106_presence_w25,0.0
risk_nums_1060_presence_w25,0.0
risk_nums_1061_presence_w25,0.0
risk_nums_1062_presence_w25,0.0
risk_nums_1063_presence_w25,0.0
risk_nums_1064_presence_w25,0.0
risk_nums_1067_presence_w25,0.0
risk_nums_1068_presence_w25,0.0
risk_nums_107_presence_w25,0.0
risk_nums_1072_presence_w25,0.0
risk_nums_1073_presence_w25,0.0
risk_nums_1075_presence_w25,0.0
risk_nums_1076_presence_w25,0.0
risk_nums_1077_presence_w25,0.0
risk_nums_1078_presence_w25,0.0
risk_nums_1079_presence_w25,0.0
risk_nums_108_presence_w25,0.0
risk_nums_1080_presence_w25,0.0
risk_nums_1081_presence_w25,0.0
risk_nums_1083_presence_w25,0.0
risk_nums_1084_presence_w25,0.0
risk_nums_1085_presence_w25,0.0
risk_nums_1086_presence_w25,0.0
risk_nums_1087_presence_w25,0.0
risk_nums_1088_presence_w25,0.0
cas_nums_10176_w25,0.0
cas_nums_10177_w25,0.0
cas_nums_10178_w25,0.0
cas_nums_59_w25,0.0
cas_nums_54_w25,0.0
cas_nums_55_w25,0.0
cas_nums_550_w25,0.0
cas_nums_551_w25,0.0
cas_nums_553_w25,0.0
cas_nums_554_w25,0.0
cas_nums_555_w25,0.0
cas_nums_556_w25,0.0
cas_nums_557_w25,0.0
cas_nums_558_w25,0.0
cas_nums_56_w25,0.0
cas_nums_57_w25,0.0
cas_nums_58_w25,0.0
cas_nums_60_w25,0.0
cas_nums_52_w25,0.0
cas_nums_61_w25,0.0
cas_nums_62_w25,0.0
cas_nums_64_w25,0.0
cas_nums_65_w25,0.0
cas_nums_66_w25,0.0
cas_nums_67_w25,0.0
cas_nums_68_w25,0.0
cas_nums_69_w25,0.0
cas_nums_70_w25,0.0
cas_nums_71_w25,0.0
cas_nums_74_w25,0.0
cas_nums_75_w25,0.0
cas_nums_76_w25,0.0
cas_nums_53_w25,0.0
cas_nums_511_w25,0.0
cas_nums_10179_w25,0.0
cas_nums_42_w25,0.0
cas_nums_309_w25,0.0
cas_nums_31_w25,0.0
cas_nums_32_w25,0.0
cas_nums_33_w25,0.0
cas_nums_34_w25,0.0
cas_nums_35_w25,0.0
cas_nums_36_w25,0.0
cas_nums_37_w25,0.0
cas_nums_38_w25,0.0
cas_nums_39_w25,0.0
cas_nums_40_w25,0.0
cas_nums_406_w25,0.0
cas_nums_41_w25,0.0
cas_nums_43_w25,0.0
cas_nums_510_w25,0.0
cas_nums_44_w25,0.0
cas_nums_45_w25,0.0
cas_nums_46_w25,0.0
cas_nums_48_w25,0.0
cas_nums_49_w25,0.0
cas_nums_50_w25,0.0
cas_nums_500_w25,0.0
cas_nums_502_w25,0.0
cas_nums_503_w25,0.0
cas_nums_505_w25,0.0
cas_nums_506_w25,0.0
cas_nums_507_w25,0.0
cas_nums_508_w25,0.0
cas_nums_77_w25,0.0
cas_nums_78_w25,0.0
cas_nums_79_w25,0.0
cas_nums_10119_presence_w25,0.0
cas_nums_10071_presence_w25,0.0
cas_nums_10072_presence_w25,0.0
cas_nums_10073_presence_w25,0.0
cas_nums_10075_presence_w25,0.0
cas_nums_10082_presence_w25,0.0
cas_nums_10083_presence_w25,0.0
cas_nums_101_presence_w25,0.0
cas_nums_10110_presence_w25,0.0
cas_nums_10111_presence_w25,0.0
cas_nums_10115_presence_w25,0.0
cas_nums_10116_presence_w25,0.0
cas_nums_10117_presence_w25,0.0
cas_nums_10118_presence_w25,0.0
cas_nums_10120_presence_w25,0.0
cas_nums_80_w25,0.0
cas_nums_10121_presence_w25,0.0
cas_nums_10122_presence_w25,0.0
cas_nums_10124_presence_w25,0.0
cas_nums_10125_presence_w25,0.0
cas_nums_10126_presence_w25,0.0
cas_nums_10128_presence_w25,0.0
cas_nums_10129_presence_w25,0.0
cas_nums_10130_presence_w25,0.0
cas_nums_10131_presence_w25,0.0
cas_nums_10132_presence_w25,0.0
cas_nums_10133_presence_w25,0.0
cas_nums_10134_presence_w25,0.0
cas_nums_10135_presence_w25,0.0
cas_nums_10070_presence_w25,0.0
cas_nums_10069_presence_w25,0.0
cas_nums_10068_presence_w25,0.0
cas_nums_10067_presence_w25,0.0
cas_nums_81_w25,0.0
cas_nums_83_w25,0.0
cas_nums_84_w25,0.0
cas_nums_86_w25,0.0
cas_nums_93_w25,0.0
cas_nums_94_w25,0.0
cas_nums_96_w25,0.0
cas_nums_97_w25,0.0
cas_nums_99_w25,0.0
cas_nums_10016_presence_w25,0.0
cas_nums_10018_presence_w25,0.0
cas_nums_10019_presence_w25,0.0
cas_nums_10020_presence_w25,0.0
cas_nums_10022_presence_w25,0.0
cas_nums_10024_presence_w25,0.0
cas_nums_10047_presence_w25,0.0
cas_nums_10052_presence_w25,0.0
cas_nums_10053_presence_w25,0.0
cas_nums_10054_presence_w25,0.0
cas_nums_10055_presence_w25,0.0
cas_nums_10056_presence_w25,0.0
cas_nums_10057_presence_w25,0.0
cas_nums_10058_presence_w25,0.0
cas_nums_10059_presence_w25,0.0
cas_nums_10060_presence_w25,0.0
cas_nums_10064_presence_w25,0.0
cas_nums_10066_presence_w25,0.0
cas_nums_308_w25,0.0
cas_nums_306_w25,0.0
cas_nums_305_w25,0.0
cas_nums_10233_w25,0.0
cas_nums_10217_w25,0.0
cas_nums_10218_w25,0.0
cas_nums_10221_w25,0.0
cas_nums_10222_w25,0.0
cas_nums_10223_w25,0.0
cas_nums_10224_w25,0.0
cas_nums_10226_w25,0.0
cas_nums_10227_w25,0.0
cas_nums_10228_w25,0.0
cas_nums_10229_w25,0.0
cas_nums_10230_w25,0.0
cas_nums_10231_w25,0.0
cas_nums_10232_w25,0.0
cas_nums_10234_w25,0.0
cas_nums_10251_w25,0.0
cas_nums_10235_w25,0.0
cas_nums_10236_w25,0.0
cas_nums_10237_w25,0.0
cas_nums_10238_w25,0.0
cas_nums_10240_w25,0.0
cas_nums_10241_w25,0.0
cas_nums_10243_w25,0.0
cas_nums_10244_w25,0.0
cas_nums_10245_w25,0.0
cas_nums_10246_w25,0.0
cas_nums_10247_w25,0.0
cas_nums_10248_w25,0.0
cas_nums_10249_w25,0.0
cas_nums_10216_w25,0.0
cas_nums_10215_w25,0.0
cas_nums_10211_w25,0.0
cas_nums_10210_w25,0.0
cas_nums_10180_w25,0.0
cas_nums_10181_w25,0.0
cas_nums_10183_w25,0.0
cas_nums_10184_w25,0.0
cas_nums_10185_w25,0.0
cas_nums_10186_w25,0.0
cas_nums_10187_w25,0.0
cas_nums_10188_w25,0.0
cas_nums_10189_w25,0.0
cas_nums_10190_w25,0.0
cas_nums_10191_w25,0.0
cas_nums_10192_w25,0.0
cas_nums_10193_w25,0.0
cas_nums_10194_w25,0.0
cas_nums_10195_w25,0.0
cas_nums_10196_w25,0.0
cas_nums_10197_w25,0.0
cas_nums_10198_w25,0.0
cas_nums_10199_w25,0.0
cas_nums_102_w25,0.0
cas_nums_10201_w25,0.0
cas_nums_10203_w25,0.0
cas_nums_10204_w25,0.0
cas_nums_10205_w25,0.0
cas_nums_10206_w25,0.0
cas_nums_10207_w25,0.0
cas_nums_10208_w25,0.0
cas_nums_10250_w25,0.0
cas_nums_10253_w25,0.0
cas_nums_304_w25,0.0
cas_nums_196_w25,0.0
cas_nums_163_w25,0.0
cas_nums_164_w25,0.0
cas_nums_165_w25,0.0
cas_nums_166_w25,0.0
cas_nums_167_w25,0.0
cas_nums_168_w25,0.0
cas_nums_169_w25,0.0
cas_nums_170_w25,0.0
cas_nums_171_w25,0.0
cas_nums_173_w25,0.0
cas_nums_174_w25,0.0
cas_nums_194_w25,0.0
cas_nums_195_w25,0.0
cas_nums_197_w25,0.0
cas_nums_10254_w25,0.0
cas_nums_21_w25,0.0
cas_nums_22_w25,0.0
cas_nums_23_w25,0.0
cas_nums_24_w25,0.0
cas_nums_25_w25,0.0
cas_nums_26_w25,0.0
cas_nums_27_w25,0.0
cas_nums_28_w25,0.0
cas_nums_29_w25,0.0
cas_nums_30_w25,0.0
cas_nums_300_w25,0.0
cas_nums_301_w25,0.0
cas_nums_303_w25,0.0
cas_nums_155_w25,0.0
cas_nums_154_w25,0.0
cas_nums_153_w25,0.0
cas_nums_152_w25,0.0
cas_nums_103_w25,0.0
cas_nums_104_w25,0.0
cas_nums_105_w25,0.0
cas_nums_107_w25,0.0
cas_nums_108_w25,0.0
cas_nums_109_w25,0.0
cas_nums_110_w25,0.0
cas_nums_111_w25,0.0
cas_nums_112_w25,0.0
cas_nums_114_w25,0.0
cas_nums_115_w25,0.0
cas_nums_117_w25,0.0
cas_nums_118_w25,0.0
cas_nums_120_w25,0.0
cas_nums_123_w25,0.0
cas_nums_126_w25,0.0
cas_nums_127_w25,0.0
cas_nums_128_w25,0.0
cas_nums_129_w25,0.0
cas_nums_130_w25,0.0
cas_nums_131_w25,0.0
cas_nums_132_w25,0.0
cas_nums_133_w25,0.0
cas_nums_134_w25,0.0
cas_nums_135_w25,0.0
cas_nums_136_w25,0.0
cas_nums_151_w25,0.0
risk_nums_82_w25,0.0
risk_nums_78_w25,0.0
risk_nums_76_w25,0.0
cln_nums_794_presence_w15,0.0
cln_nums_769_presence_w15,0.0
cln_nums_770_presence_w15,0.0
cln_nums_774_presence_w15,0.0
cln_nums_78_presence_w15,0.0
cln_nums_781_presence_w15,0.0
cln_nums_783_presence_w15,0.0
cln_nums_787_presence_w15,0.0
cln_nums_788_presence_w15,0.0
cln_nums_789_presence_w15,0.0
cln_nums_790_presence_w15,0.0
cln_nums_791_presence_w15,0.0
cln_nums_792_presence_w15,0.0
cln_nums_793_presence_w15,0.0
cln_nums_795_presence_w15,0.0
cln_nums_762_presence_w15,0.0
cln_nums_8_presence_w15,0.0
cln_nums_80_presence_w15,0.0
cln_nums_800_presence_w15,0.0
cln_nums_804_presence_w15,0.0
cln_nums_805_presence_w15,0.0
cln_nums_809_presence_w15,0.0
cln_nums_81_presence_w15,0.0
cln_nums_810_presence_w15,0.0
cln_nums_811_presence_w15,0.0
cln_nums_815_presence_w15,0.0
cln_nums_816_presence_w15,0.0
cln_nums_817_presence_w15,0.0
cln_nums_820_presence_w15,0.0
cln_nums_763_presence_w15,0.0
cln_nums_76_presence_w15,0.0
cln_nums_91_presence_w15,0.0
cln_nums_739_presence_w15,0.0
cln_nums_722_presence_w15,0.0
cln_nums_724_presence_w15,0.0
cln_nums_726_presence_w15,0.0
cln_nums_729_presence_w15,0.0
cln_nums_73_presence_w15,0.0
cln_nums_730_presence_w15,0.0
cln_nums_731_presence_w15,0.0
cln_nums_732_presence_w15,0.0
cln_nums_733_presence_w15,0.0
cln_nums_735_presence_w15,0.0
cln_nums_736_presence_w15,0.0
cln_nums_737_presence_w15,0.0
cln_nums_738_presence_w15,0.0
cln_nums_74_presence_w15,0.0
cln_nums_758_presence_w15,0.0
cln_nums_740_presence_w15,0.0
cln_nums_741_presence_w15,0.0
cln_nums_743_presence_w15,0.0
cln_nums_744_presence_w15,0.0
cln_nums_745_presence_w15,0.0
cln_nums_746_presence_w15,0.0
cln_nums_747_presence_w15,0.0
cln_nums_748_presence_w15,0.0
cln_nums_75_presence_w15,0.0
cln_nums_751_presence_w15,0.0
cln_nums_753_presence_w15,0.0
cln_nums_755_presence_w15,0.0
cln_nums_756_presence_w15,0.0
cln_nums_822_presence_w15,0.0
cln_nums_825_presence_w15,0.0
cln_nums_826_presence_w15,0.0
cln_nums_9060_presence_w15,0.0
cln_nums_9032_presence_w15,0.0
cln_nums_9033_presence_w15,0.0
cln_nums_9034_presence_w15,0.0
cln_nums_9035_presence_w15,0.0
cln_nums_9038_presence_w15,0.0
cln_nums_9039_presence_w15,0.0
cln_nums_9040_presence_w15,0.0
cln_nums_9041_presence_w15,0.0
cln_nums_9042_presence_w15,0.0
cln_nums_9043_presence_w15,0.0
cln_nums_9050_presence_w15,0.0
cln_nums_9055_presence_w15,0.0
cln_nums_906_presence_w15,0.0
cln_nums_9062_presence_w15,0.0
cln_nums_827_presence_w15,0.0
cln_nums_9064_presence_w15,0.0
cln_nums_9065_presence_w15,0.0
cln_nums_9066_presence_w15,0.0
cln_nums_9068_presence_w15,0.0
cln_nums_9078_presence_w15,0.0
cln_nums_9079_presence_w15,0.0
cln_nums_908_presence_w15,0.0
cln_nums_9080_presence_w15,0.0
cln_nums_9081_presence_w15,0.0
cln_nums_9088_presence_w15,0.0
cln_nums_9090_presence_w15,0.0
cln_nums_9094_presence_w15,0.0
cln_nums_9095_presence_w15,0.0
cln_nums_903_presence_w15,0.0
cln_nums_9029_presence_w15,0.0
cln_nums_9027_presence_w15,0.0
cln_nums_9026_presence_w15,0.0
cln_nums_828_presence_w15,0.0
cln_nums_829_presence_w15,0.0
cln_nums_83_presence_w15,0.0
cln_nums_832_presence_w15,0.0
cln_nums_833_presence_w15,0.0
cln_nums_834_presence_w15,0.0
cln_nums_836_presence_w15,0.0
cln_nums_842_presence_w15,0.0
cln_nums_845_presence_w15,0.0
cln_nums_846_presence_w15,0.0
cln_nums_85_presence_w15,0.0
cln_nums_87_presence_w15,0.0
cln_nums_9_presence_w15,0.0
cln_nums_900_presence_w15,0.0
cln_nums_9002_presence_w15,0.0
cln_nums_9003_presence_w15,0.0
cln_nums_9007_presence_w15,0.0
cln_nums_901_presence_w15,0.0
cln_nums_9012_presence_w15,0.0
cln_nums_9013_presence_w15,0.0
cln_nums_9014_presence_w15,0.0
cln_nums_9016_presence_w15,0.0
cln_nums_9017_presence_w15,0.0
cln_nums_9019_presence_w15,0.0
cln_nums_902_presence_w15,0.0
cln_nums_9024_presence_w15,0.0
cln_nums_9025_presence_w15,0.0
cln_nums_719_presence_w15,0.0
cln_nums_717_presence_w15,0.0
cln_nums_716_presence_w15,0.0
cln_nums_520_presence_w15,0.0
cln_nums_501_presence_w15,0.0
cln_nums_502_presence_w15,0.0
cln_nums_503_presence_w15,0.0
cln_nums_504_presence_w15,0.0
cln_nums_505_presence_w15,0.0
cln_nums_506_presence_w15,0.0
cln_nums_508_presence_w15,0.0
cln_nums_509_presence_w15,0.0
cln_nums_510_presence_w15,0.0
cln_nums_513_presence_w15,0.0
cln_nums_516_presence_w15,0.0
cln_nums_517_presence_w15,0.0
cln_nums_519_presence_w15,0.0
cln_nums_524_presence_w15,0.0
cln_nums_554_presence_w15,0.0
cln_nums_528_presence_w15,0.0
cln_nums_529_presence_w15,0.0
cln_nums_531_presence_w15,0.0
cln_nums_533_presence_w15,0.0
cln_nums_536_presence_w15,0.0
cln_nums_539_presence_w15,0.0
cln_nums_541_presence_w15,0.0
cln_nums_542_presence_w15,0.0
cln_nums_543_presence_w15,0.0
cln_nums_544_presence_w15,0.0
cln_nums_545_presence_w15,0.0
cln_nums_547_presence_w15,0.0
cln_nums_548_presence_w15,0.0
cln_nums_500_presence_w15,0.0
cln_nums_5_presence_w15,0.0
cln_nums_499_presence_w15,0.0
cln_nums_497_presence_w15,0.0
cln_nums_460_presence_w15,0.0
cln_nums_461_presence_w15,0.0
cln_nums_462_presence_w15,0.0
cln_nums_463_presence_w15,0.0
cln_nums_464_presence_w15,0.0
cln_nums_465_presence_w15,0.0
cln_nums_466_presence_w15,0.0
cln_nums_468_presence_w15,0.0
cln_nums_469_presence_w15,0.0
cln_nums_470_presence_w15,0.0
cln_nums_471_presence_w15,0.0
cln_nums_472_presence_w15,0.0
cln_nums_476_presence_w15,0.0
cln_nums_479_presence_w15,0.0
cln_nums_481_presence_w15,0.0
cln_nums_482_presence_w15,0.0
cln_nums_483_presence_w15,0.0
cln_nums_484_presence_w15,0.0
cln_nums_485_presence_w15,0.0
cln_nums_486_presence_w15,0.0
cln_nums_487_presence_w15,0.0
cln_nums_490_presence_w15,0.0
cln_nums_491_presence_w15,0.0
cln_nums_493_presence_w15,0.0
cln_nums_494_presence_w15,0.0
cln_nums_495_presence_w15,0.0
cln_nums_496_presence_w15,0.0
cln_nums_549_presence_w15,0.0
cln_nums_556_presence_w15,0.0
cln_nums_714_presence_w15,0.0
cln_nums_632_presence_w15,0.0
cln_nums_61_presence_w15,0.0
cln_nums_610_presence_w15,0.0
cln_nums_618_presence_w15,0.0
cln_nums_619_presence_w15,0.0
cln_nums_62_presence_w15,0.0
cln_nums_620_presence_w15,0.0
cln_nums_621_presence_w15,0.0
cln_nums_624_presence_w15,0.0
cln_nums_625_presence_w15,0.0
cln_nums_628_presence_w15,0.0
cln_nums_629_presence_w15,0.0
cln_nums_63_presence_w15,0.0
cln_nums_631_presence_w15,0.0
cln_nums_634_presence_w15,0.0
cln_nums_557_presence_w15,0.0
cln_nums_638_presence_w15,0.0
cln_nums_64_presence_w15,0.0
cln_nums_65_presence_w15,0.0
cln_nums_66_presence_w15,0.0
cln_nums_669_presence_w15,0.0
cln_nums_67_presence_w15,0.0
cln_nums_7_presence_w15,0.0
cln_nums_70_presence_w15,0.0
cln_nums_708_presence_w15,0.0
cln_nums_709_presence_w15,0.0
cln_nums_711_presence_w15,0.0
cln_nums_712_presence_w15,0.0
cln_nums_713_presence_w15,0.0
cln_nums_607_presence_w15,0.0
cln_nums_606_presence_w15,0.0
cln_nums_604_presence_w15,0.0
cln_nums_603_presence_w15,0.0
cln_nums_559_presence_w15,0.0
cln_nums_562_presence_w15,0.0
cln_nums_563_presence_w15,0.0
cln_nums_564_presence_w15,0.0
cln_nums_565_presence_w15,0.0
cln_nums_566_presence_w15,0.0
cln_nums_567_presence_w15,0.0
cln_nums_569_presence_w15,0.0
cln_nums_573_presence_w15,0.0
cln_nums_574_presence_w15,0.0
cln_nums_578_presence_w15,0.0
cln_nums_579_presence_w15,0.0
cln_nums_581_presence_w15,0.0
cln_nums_582_presence_w15,0.0
cln_nums_583_presence_w15,0.0
cln_nums_584_presence_w15,0.0
cln_nums_585_presence_w15,0.0
cln_nums_588_presence_w15,0.0
cln_nums_591_presence_w15,0.0
cln_nums_593_presence_w15,0.0
cln_nums_594_presence_w15,0.0
cln_nums_598_presence_w15,0.0
cln_nums_599_presence_w15,0.0
cln_nums_6_presence_w15,0.0
cln_nums_600_presence_w15,0.0
cln_nums_601_presence_w15,0.0
cln_nums_602_presence_w15,0.0
cln_nums_9097_presence_w15,0.0
cln_nums_911_presence_w15,0.0
risk_nums_73_w25,0.0
risk_nums_1072_w25,0.0
risk_nums_1055_w25,0.0
risk_nums_1056_w25,0.0
risk_nums_1057_w25,0.0
risk_nums_1058_w25,0.0
risk_nums_106_w25,0.0
risk_nums_1060_w25,0.0
risk_nums_1061_w25,0.0
risk_nums_1062_w25,0.0
risk_nums_1063_w25,0.0
risk_nums_1064_w25,0.0
risk_nums_1067_w25,0.0
risk_nums_1068_w25,0.0
risk_nums_107_w25,0.0
risk_nums_1073_w25,0.0
risk_nums_1053_w25,0.0
risk_nums_1075_w25,0.0
risk_nums_1076_w25,0.0
risk_nums_1077_w25,0.0
risk_nums_1078_w25,0.0
risk_nums_1079_w25,0.0
risk_nums_108_w25,0.0
risk_nums_1080_w25,0.0
risk_nums_1081_w25,0.0
risk_nums_1083_w25,0.0
risk_nums_1084_w25,0.0
risk_nums_1085_w25,0.0
risk_nums_1086_w25,0.0
risk_nums_1087_w25,0.0
risk_nums_1054_w25,0.0
risk_nums_1052_w25,0.0
cln_nums_9110_presence_w15,0.0
risk_nums_1037_w25,0.0
risk_nums_1025_w25,0.0
risk_nums_1026_w25,0.0
risk_nums_1027_w25,0.0
risk_nums_1028_w25,0.0
risk_nums_1029_w25,0.0
risk_nums_103_w25,0.0
risk_nums_1030_w25,0.0
risk_nums_1031_w25,0.0
risk_nums_1032_w25,0.0
risk_nums_1033_w25,0.0
risk_nums_1034_w25,0.0
risk_nums_1035_w25,0.0
risk_nums_1036_w25,0.0
risk_nums_1038_w25,0.0
risk_nums_1051_w25,0.0
risk_nums_1039_w25,0.0
risk_nums_104_w25,0.0
risk_nums_1040_w25,0.0
risk_nums_1041_w25,0.0
risk_nums_1042_w25,0.0
risk_nums_1043_w25,0.0
risk_nums_1044_w25,0.0
risk_nums_1045_w25,0.0
risk_nums_1046_w25,0.0
risk_nums_1047_w25,0.0
risk_nums_1048_w25,0.0
risk_nums_1049_w25,0.0
risk_nums_1050_w25,0.0
risk_nums_1088_w25,0.0
risk_nums_1089_w25,0.0
risk_nums_109_w25,0.0
risk_nums_57_w25,0.0
risk_nums_40_w25,0.0
risk_nums_41_w25,0.0
risk_nums_42_w25,0.0
risk_nums_43_w25,0.0
risk_nums_45_w25,0.0
risk_nums_46_w25,0.0
risk_nums_47_w25,0.0
risk_nums_48_w25,0.0
risk_nums_49_w25,0.0
risk_nums_50_w25,0.0
risk_nums_51_w25,0.0
risk_nums_55_w25,0.0
risk_nums_56_w25,0.0
risk_nums_58_w25,0.0
risk_nums_1090_w25,0.0
risk_nums_59_w25,0.0
risk_nums_6_w25,0.0
risk_nums_60_w25,0.0
risk_nums_61_w25,0.0
risk_nums_62_w25,0.0
risk_nums_63_w25,0.0
risk_nums_64_w25,0.0
risk_nums_67_w25,0.0
risk_nums_68_w25,0.0
risk_nums_69_w25,0.0
risk_nums_70_w25,0.0
risk_nums_71_w25,0.0
risk_nums_72_w25,0.0
risk_nums_4_w25,0.0
risk_nums_39_w25,0.0
risk_nums_35_w25,0.0
risk_nums_33_w25,0.0
risk_nums_1091_w25,0.0
risk_nums_1092_w25,0.0
risk_nums_1094_w25,0.0
risk_nums_1095_w25,0.0
risk_nums_1096_w25,0.0
risk_nums_1097_w25,0.0
risk_nums_1098_w25,0.0
risk_nums_110_w25,0.0
risk_nums_111_w25,0.0
risk_nums_112_w25,0.0
risk_nums_113_w25,0.0
risk_nums_114_w25,0.0
risk_nums_116_w25,0.0
risk_nums_117_w25,0.0
risk_nums_118_w25,0.0
risk_nums_120_w25,0.0
risk_nums_122_w25,0.0
risk_nums_123_w25,0.0
risk_nums_124_w25,0.0
risk_nums_126_w25,0.0
risk_nums_16_w25,0.0
risk_nums_19_w25,0.0
risk_nums_2_w25,0.0
risk_nums_20_w25,0.0
risk_nums_21_w25,0.0
risk_nums_22_w25,0.0
risk_nums_28_w25,0.0
risk_nums_1024_w25,0.0
risk_nums_1023_w25,0.0
risk_nums_1022_w25,0.0
er_visit_ci_count_sum_w25,0.0
cln_nums_960_presence_w15,0.0
cln_nums_962_presence_w15,0.0
cln_nums_97_presence_w15,0.0
cln_nums_99_presence_w15,0.0
clinical_risk_score_min_w25,0.0
clinical_risk_score_max_w25,0.0
clinical_risk_score_median_w25,0.0
clinical_risk_score_sum_w25,0.0
clinical_risk_score_std_w25,0.0
er_visit_ci_count_min_w25,0.0
er_visit_ci_count_max_w25,0.0
er_visit_ci_count_mean_w25,0.0
er_visit_ci_count_median_w25,0.0
er_visit_ci_count_std_w25,0.0
cust_care_hlth_sys_ESSENTIA_w25,0.0
inpatient_ci_count_min_w25,0.0
inpatient_ci_count_max_w25,0.0
inpatient_ci_count_mean_w25,0.0
inpatient_ci_count_median_w25,0.0
inpatient_ci_count_sum_w25,0.0
inpatient_ci_count_std_w25,0.0
cust_care_hlth_sys_ALEXANDRIA-DOUGLAS COUNTY_w25,0.0
cust_care_hlth_sys_ALLINA_w25,0.0
cust_care_hlth_sys_ALTRU_w25,0.0
cust_care_hlth_sys_AVERA_w25,0.0
cust_care_hlth_sys_BLUESTONE PHYSICIAN SERVICES_w25,0.0
cust_care_hlth_sys_CENTRACARE_w25,0.0
cust_care_hlth_sys_CENTRACARE SOUTHWEST_w25,0.0
cln_nums_959_presence_w15,0.0
cln_nums_958_presence_w15,0.0
cln_nums_957_presence_w15,0.0
cln_nums_951_presence_w15,0.0
cln_nums_9112_presence_w15,0.0
cln_nums_9114_presence_w15,0.0
cln_nums_9115_presence_w15,0.0
cln_nums_9120_presence_w15,0.0
cln_nums_9123_presence_w15,0.0
cln_nums_9127_presence_w15,0.0
cln_nums_9137_presence_w15,0.0
cln_nums_9138_presence_w15,0.0
cln_nums_9141_presence_w15,0.0
cln_nums_9144_presence_w15,0.0
cln_nums_9146_presence_w15,0.0
cln_nums_92_presence_w15,0.0
cln_nums_921_presence_w15,0.0
cln_nums_922_presence_w15,0.0
cln_nums_923_presence_w15,0.0
cln_nums_927_presence_w15,0.0
cln_nums_928_presence_w15,0.0
cln_nums_929_presence_w15,0.0
cln_nums_93_presence_w15,0.0
cln_nums_930_presence_w15,0.0
cln_nums_931_presence_w15,0.0
cln_nums_938_presence_w15,0.0
cln_nums_939_presence_w15,0.0
cln_nums_943_presence_w15,0.0
cln_nums_944_presence_w15,0.0
cln_nums_95_presence_w15,0.0
cln_nums_950_presence_w15,0.0
cust_care_hlth_sys_ENTIRA_w25,0.0
cust_care_hlth_sys_FAIRVIEW MESABI_w25,0.0
risk_nums_1021_w25,0.0
No_attrib_1_w25,0.0
health_cat_* 04d: Pop Health Cat: Behavioral Health Only - Stable_w25,0.0
health_cat_* 05a: Pop Health Cat: Chronic Big 5 - At Risk_w25,0.0
health_cat_* 05b: Pop Health Cat: Other Major Chronic - At Risk_w25,0.0
health_cat_* 05c: Pop Health Cat: Other Minor Chronic - At Risk_w25,0.0
health_cat_* 06: Pop Health Cat: High Risk_w25,0.0
health_cat_* 07a: Pop Health Cat: Rare High Cost Condition - Stable_w25,0.0
health_cat_* 07b: Pop Health Cat: Rare High Cost Condition - At Risk_w25,0.0
health_cat_* 08a: Pop Health Cat: Complex - Dialysis_w25,0.0
health_cat_* 08b: Pop Health Cat: Complex - Cancer_w25,0.0
health_cat_* 08c: Pop Health Cat: Complex - Transplant_w25,0.0
health_cat_* 09b: Pop Health Cat: Institutional Custodial Care_w25,0.0
health_cat_* 10: Pop Health Cat: End of Life_w25,0.0
No_attrib_0_w25,0.0
risk_nums_100_w25,0.0
cust_care_hlth_sys_FAIRVIEW PHYSICIAN ASSOCIATES_w25,0.0
risk_nums_1004_w25,0.0
risk_nums_1006_w25,0.0
risk_nums_1007_w25,0.0
risk_nums_101_w25,0.0
risk_nums_1011_w25,0.0
risk_nums_1013_w25,0.0
risk_nums_1014_w25,0.0
risk_nums_1015_w25,0.0
risk_nums_1016_w25,0.0
risk_nums_1017_w25,0.0
risk_nums_1018_w25,0.0
risk_nums_1019_w25,0.0
risk_nums_1020_w25,0.0
health_cat_* 04c: Pop Health Cat: Other Minor Chronic - Stable_w25,0.0
health_cat_* 04b: Pop Health Cat: Other Major Chronic - Stable_w25,0.0
health_cat_* 04a: Pop Health Cat: Chronic Big 5 - Stable_w25,0.0
cust_care_hlth_sys_UMP_w25,0.0
cust_care_hlth_sys_FHS - WEST REGION_w25,0.0
cust_care_hlth_sys_GRAND ITASCA_w25,0.0
cust_care_hlth_sys_GSM - GENEVIVE_w25,0.0
cust_care_hlth_sys_GUNDERSEN_w25,0.0
